,Outlook,Temperature,Humidity,Windy,Play-Golf
32961,Overcast,Hot,High,False,Yes
32962,Rainy,Hot,High,True,No
32963,Sunny,Mild,High,True,No
32964,Rainy,Hot,High,True,No
32965,Sunny,Cool,Normal,False,Yes
32966,Sunny,Mild,High,True,No
32967,Overcast,Hot,High,False,Yes
32968,Rainy,Mild,Normal,True,Yes
32969,Rainy,Cool,Normal,False,Yes
32970,Rainy,Mild,High,False,No
32971,Sunny,Cool,Normal,False,Yes
32972,Overcast,Hot,High,False,Yes
32973,Sunny,Cool,Normal,False,Yes
32974,Overcast,Cool,Normal,True,Yes
32975,Sunny,Mild,High,True,No
32976,Rainy,Hot,High,True,No
32977,Overcast,Cool,Normal,True,Yes
32978,Sunny,Mild,Normal,False,Yes
32979,Sunny,Cool,Normal,False,Yes
32980,Sunny,Mild,High,True,No
32981,Rainy,Hot,High,True,No
32982,Overcast,Hot,High,False,Yes
32983,Sunny,Mild,High,True,No
32984,Rainy,Hot,High,True,No
32985,Sunny,Mild,High,True,No
32986,Sunny,Mild,High,True,No
32987,Sunny,Cool,Normal,True,No
32988,Sunny,Mild,Normal,False,Yes
32989,Sunny,Mild,High,True,No
32990,Overcast,Mild,High,True,Yes
32991,Sunny,Mild,High,True,No
32992,Sunny,Mild,High,True,No
32993,Sunny,Mild,High,True,No
32994,Sunny,Cool,Normal,False,Yes
32995,Rainy,Hot,High,True,No
32996,Overcast,Hot,Normal,False,Yes
32997,Sunny,Mild,High,True,No
32998,Overcast,Cool,Normal,True,Yes
32999,Rainy,Hot,High,True,No
33000,Overcast,Cool,Normal,True,Yes
33001,Overcast,Mild,High,True,Yes
33002,Overcast,Hot,High,False,Yes
33003,Sunny,Cool,Normal,False,Yes
33004,Rainy,Hot,High,True,No
33005,Rainy,Hot,High,True,No
33006,Sunny,Cool,Normal,True,No
33007,Rainy,Mild,Normal,True,Yes
33008,Sunny,Cool,Normal,False,Yes
33009,Sunny,Cool,Normal,False,Yes
33010,Overcast,Hot,Normal,False,Yes
33011,Rainy,Mild,Normal,True,Yes
33012,Sunny,Cool,Normal,False,Yes
33013,Overcast,Mild,High,True,Yes
33014,Rainy,Mild,Normal,True,Yes
33015,Overcast,Hot,High,False,Yes
33016,Sunny,Cool,Normal,False,Yes
33017,Overcast,Hot,High,False,Yes
33018,Overcast,Hot,High,False,Yes
33019,Sunny,Cool,Normal,False,Yes
33020,Overcast,Hot,High,False,Yes
33021,Overcast,Hot,High,False,Yes
33022,Rainy,Hot,High,True,No
33023,Sunny,Cool,Normal,False,Yes
33024,Overcast,Hot,High,False,Yes
33025,Sunny,Cool,Normal,False,Yes
33026,Sunny,Cool,Normal,False,Yes
33027,Sunny,Mild,High,True,No
33028,Rainy,Mild,Normal,True,Yes
33029,Sunny,Mild,High,True,No
33030,Sunny,Mild,High,True,No
33031,Sunny,Cool,Normal,False,Yes
33032,Rainy,Hot,High,True,No
33033,Sunny,Cool,Normal,False,Yes
33034,Rainy,Hot,High,False,Yes
33035,Rainy,Hot,High,True,No
33036,Overcast,Cool,Normal,True,Yes
33037,Overcast,Hot,Normal,False,Yes
33038,Sunny,Cool,Normal,True,No
33039,Rainy,Hot,High,True,No
33040,Overcast,Cool,Normal,True,Yes
33041,Overcast,Cool,Normal,True,Yes
33042,Overcast,Cool,Normal,True,Yes
33043,Overcast,Hot,High,False,Yes
33044,Overcast,Mild,High,True,Yes
33045,Overcast,Hot,High,False,Yes
33046,Sunny,Cool,Normal,False,Yes
33047,Sunny,Mild,High,True,No
33048,Rainy,Hot,High,True,No
33049,Sunny,Cool,Normal,False,Yes
33050,Sunny,Mild,High,True,No
33051,Rainy,Mild,Normal,True,Yes
33052,Overcast,Hot,Normal,False,Yes
33053,Overcast,Hot,High,False,Yes
33054,Overcast,Hot,High,False,Yes
33055,Rainy,Hot,High,False,Yes
33056,Rainy,Mild,Normal,True,Yes
33057,Overcast,Cool,Normal,True,Yes
33058,Rainy,Mild,Normal,True,Yes
33059,Sunny,Mild,High,True,No
33060,Sunny,Cool,Normal,False,Yes
33061,Overcast,Cool,Normal,True,Yes
33062,Sunny,Cool,Normal,False,Yes
33063,Sunny,Mild,High,True,No
33064,Sunny,Mild,High,True,No
33065,Rainy,Hot,High,True,No
33066,Sunny,Mild,High,True,No
33067,Overcast,Mild,High,True,Yes
33068,Sunny,Cool,Normal,False,Yes
33069,Overcast,Cool,Normal,True,Yes
33070,Overcast,Hot,Normal,False,Yes
33071,Sunny,Mild,High,True,No
33072,Overcast,Mild,High,True,Yes
33073,Sunny,Cool,Normal,False,Yes
33074,Sunny,Mild,High,True,No
33075,Sunny,Mild,High,False,Yes
33076,Sunny,Cool,Normal,False,Yes
33077,Sunny,Cool,Normal,False,Yes
33078,Rainy,Hot,High,True,No
33079,Rainy,Hot,High,False,Yes
33080,Rainy,Cool,Normal,False,Yes
33081,Sunny,Mild,High,True,No
33082,Rainy,Hot,High,True,No
33083,Rainy,Hot,High,True,No
33084,Rainy,Cool,Normal,False,Yes
33085,Rainy,Hot,High,True,No
33086,Overcast,Hot,High,False,Yes
33087,Overcast,Hot,Normal,False,Yes
33088,Rainy,Hot,High,True,No
33089,Overcast,Cool,Normal,True,Yes
33090,Sunny,Cool,Normal,False,Yes
33091,Rainy,Cool,Normal,False,Yes
33092,Overcast,Mild,High,True,Yes
33093,Overcast,Hot,High,False,Yes
33094,Sunny,Cool,Normal,False,Yes
33095,Rainy,Hot,High,True,No
33096,Overcast,Hot,High,False,Yes
33097,Sunny,Mild,High,True,No
33098,Rainy,Hot,High,True,No
33099,Overcast,Hot,Normal,False,Yes
33100,Rainy,Hot,High,True,No
33101,Sunny,Mild,High,True,No
33102,Overcast,Cool,Normal,True,Yes
33103,Rainy,Cool,Normal,False,Yes
33104,Rainy,Hot,High,False,Yes
33105,Sunny,Cool,Normal,False,Yes
33106,Rainy,Hot,High,True,No
33107,Overcast,Hot,Normal,False,Yes
33108,Sunny,Mild,High,True,No
33109,Overcast,Cool,Normal,True,Yes
33110,Rainy,Cool,Normal,False,Yes
33111,Sunny,Mild,Normal,False,Yes
33112,Sunny,Cool,Normal,False,Yes
33113,Overcast,Mild,High,True,Yes
33114,Rainy,Hot,High,True,No
33115,Overcast,Cool,Normal,True,Yes
33116,Sunny,Cool,Normal,False,Yes
33117,Sunny,Mild,High,False,Yes
33118,Sunny,Cool,Normal,False,Yes
33119,Rainy,Mild,High,False,No
33120,Rainy,Hot,High,False,Yes
33121,Rainy,Hot,High,False,Yes
33122,Sunny,Cool,Normal,False,Yes
33123,Overcast,Hot,High,False,Yes
33124,Rainy,Hot,High,True,No
33125,Rainy,Hot,High,True,No
33126,Sunny,Cool,Normal,False,Yes
33127,Overcast,Mild,High,True,Yes
33128,Rainy,Mild,Normal,True,Yes
33129,Overcast,Hot,High,False,Yes
33130,Overcast,Hot,Normal,False,Yes
33131,Rainy,Mild,Normal,True,Yes
33132,Sunny,Mild,High,False,Yes
33133,Overcast,Hot,High,False,Yes
33134,Overcast,Hot,High,False,Yes
33135,Sunny,Mild,High,False,Yes
33136,Sunny,Mild,High,False,Yes
33137,Rainy,Mild,High,False,No
33138,Overcast,Hot,High,False,Yes
33139,Sunny,Mild,High,True,No
33140,Overcast,Mild,High,True,Yes
33141,Overcast,Hot,Normal,False,Yes
33142,Sunny,Cool,Normal,False,Yes
33143,Overcast,Mild,High,True,Yes
33144,Rainy,Mild,Normal,True,Yes
33145,Rainy,Hot,High,True,No
33146,Overcast,Hot,High,False,Yes
33147,Sunny,Cool,Normal,False,Yes
33148,Overcast,Hot,High,False,Yes
33149,Overcast,Hot,High,False,Yes
33150,Rainy,Hot,High,True,No
33151,Rainy,Cool,Normal,False,Yes
33152,Rainy,Hot,High,True,No
33153,Sunny,Mild,High,True,No
33154,Overcast,Hot,High,False,Yes
33155,Overcast,Hot,Normal,False,Yes
33156,Rainy,Cool,Normal,False,Yes
33157,Sunny,Cool,Normal,False,Yes
33158,Sunny,Cool,Normal,True,No
33159,Sunny,Mild,High,True,No
33160,Sunny,Mild,High,True,No
33161,Sunny,Mild,High,True,No
33162,Overcast,Hot,Normal,False,Yes
33163,Sunny,Mild,High,True,No
33164,Rainy,Hot,High,True,No
33165,Sunny,Mild,High,False,Yes
33166,Overcast,Hot,Normal,False,Yes
33167,Sunny,Mild,High,True,No
33168,Rainy,Hot,High,True,No
33169,Sunny,Mild,Normal,False,Yes
33170,Sunny,Cool,Normal,False,Yes
33171,Overcast,Cool,Normal,True,Yes
33172,Sunny,Mild,High,True,No
33173,Sunny,Mild,Normal,False,Yes
33174,Sunny,Mild,High,True,No
33175,Rainy,Mild,Normal,True,Yes
33176,Overcast,Cool,Normal,True,Yes
33177,Sunny,Cool,Normal,False,Yes
33178,Overcast,Hot,High,False,Yes
33179,Rainy,Mild,Normal,True,Yes
33180,Rainy,Hot,High,True,No
33181,Sunny,Mild,High,True,No
33182,Sunny,Mild,High,True,No
33183,Sunny,Mild,High,True,No
33184,Rainy,Hot,High,False,Yes
33185,Rainy,Mild,High,False,No
33186,Overcast,Hot,High,False,Yes
33187,Overcast,Mild,High,True,Yes
33188,Sunny,Cool,Normal,False,Yes
33189,Sunny,Cool,Normal,True,No
33190,Overcast,Hot,High,False,Yes
33191,Sunny,Mild,High,False,Yes
33192,Rainy,Hot,High,False,Yes
33193,Sunny,Mild,High,False,Yes
33194,Sunny,Cool,Normal,False,Yes
33195,Overcast,Cool,Normal,True,Yes
33196,Sunny,Mild,High,True,No
33197,Sunny,Cool,Normal,False,Yes
33198,Sunny,Mild,High,True,No
33199,Rainy,Hot,High,True,No
33200,Sunny,Mild,High,False,Yes
33201,Sunny,Mild,High,False,Yes
33202,Rainy,Hot,High,True,No
33203,Sunny,Cool,Normal,False,Yes
33204,Sunny,Mild,High,True,No
33205,Sunny,Cool,Normal,False,Yes
33206,Sunny,Cool,Normal,False,Yes
33207,Overcast,Hot,Normal,False,Yes
33208,Overcast,Mild,High,True,Yes
33209,Rainy,Mild,Normal,True,Yes
33210,Rainy,Hot,High,True,No
33211,Rainy,Hot,High,True,No
33212,Sunny,Cool,Normal,True,No
33213,Sunny,Mild,High,True,No
33214,Overcast,Hot,Normal,False,Yes
33215,Sunny,Cool,Normal,False,Yes
33216,Overcast,Mild,High,True,Yes
33217,Overcast,Hot,High,False,Yes
33218,Sunny,Mild,High,True,No
33219,Sunny,Mild,High,True,No
33220,Sunny,Mild,High,True,No
33221,Overcast,Hot,High,False,Yes
33222,Sunny,Mild,High,True,No
33223,Overcast,Cool,Normal,True,Yes
33224,Overcast,Hot,High,False,Yes
33225,Sunny,Cool,Normal,False,Yes
33226,Rainy,Hot,High,True,No
33227,Overcast,Cool,Normal,True,Yes
33228,Overcast,Hot,High,False,Yes
33229,Overcast,Hot,Normal,False,Yes
33230,Sunny,Cool,Normal,True,No
33231,Overcast,Hot,Normal,False,Yes
33232,Overcast,Hot,High,False,Yes
33233,Sunny,Mild,High,True,No
33234,Sunny,Cool,Normal,False,Yes
33235,Sunny,Cool,Normal,False,Yes
33236,Sunny,Mild,Normal,False,Yes
33237,Rainy,Hot,High,True,No
33238,Sunny,Mild,Normal,False,Yes
33239,Sunny,Cool,Normal,False,Yes
33240,Rainy,Hot,High,True,No
33241,Overcast,Hot,High,False,Yes
33242,Overcast,Hot,High,False,Yes
33243,Rainy,Mild,High,False,No
33244,Sunny,Cool,Normal,False,Yes
33245,Sunny,Mild,High,True,No
33246,Overcast,Hot,High,False,Yes
33247,Sunny,Mild,High,True,No
33248,Sunny,Mild,High,True,No
33249,Rainy,Hot,High,False,Yes
33250,Overcast,Hot,High,False,Yes
33251,Overcast,Hot,High,False,Yes
33252,Overcast,Cool,Normal,True,Yes
33253,Overcast,Mild,High,True,Yes
33254,Sunny,Mild,High,False,Yes
33255,Sunny,Cool,Normal,False,Yes
33256,Rainy,Cool,Normal,False,Yes
33257,Sunny,Mild,High,True,No
33258,Rainy,Hot,High,True,No
33259,Sunny,Cool,Normal,False,Yes
33260,Rainy,Hot,High,True,No
33261,Sunny,Mild,High,True,No
33262,Rainy,Hot,High,True,No
33263,Sunny,Cool,Normal,False,Yes
33264,Overcast,Cool,Normal,True,Yes
33265,Overcast,Mild,High,True,Yes
33266,Rainy,Hot,High,True,No
33267,Sunny,Mild,High,True,No
33268,Sunny,Cool,Normal,False,Yes
33269,Sunny,Mild,High,True,No
33270,Overcast,Hot,High,False,Yes
33271,Overcast,Hot,High,False,Yes
33272,Rainy,Hot,High,True,No
33273,Sunny,Mild,High,True,No
33274,Sunny,Cool,Normal,False,Yes
33275,Sunny,Mild,High,False,Yes
33276,Overcast,Hot,High,False,Yes
33277,Rainy,Mild,Normal,True,Yes
33278,Sunny,Mild,High,True,No
33279,Sunny,Cool,Normal,False,Yes
33280,Sunny,Cool,Normal,False,Yes
33281,Sunny,Cool,Normal,False,Yes
33282,Rainy,Hot,High,True,No
33283,Rainy,Hot,High,True,No
33284,Sunny,Mild,High,True,No
33285,Overcast,Hot,High,False,Yes
33286,Overcast,Cool,Normal,True,Yes
33287,Sunny,Cool,Normal,False,Yes
33288,Rainy,Mild,Normal,True,Yes
33289,Sunny,Mild,Normal,False,Yes
33290,Overcast,Cool,Normal,True,Yes
33291,Sunny,Cool,Normal,False,Yes
33292,Overcast,Hot,High,False,Yes
33293,Overcast,Hot,High,False,Yes
33294,Sunny,Mild,High,True,No
33295,Overcast,Hot,High,False,Yes
33296,Sunny,Cool,Normal,False,Yes
33297,Rainy,Mild,Normal,True,Yes
33298,Sunny,Mild,High,True,No
33299,Rainy,Mild,Normal,True,Yes
33300,Rainy,Mild,Normal,True,Yes
33301,Sunny,Mild,High,True,No
33302,Rainy,Hot,High,False,Yes
33303,Sunny,Mild,High,True,No
33304,Overcast,Hot,Normal,False,Yes
33305,Sunny,Mild,High,True,No
33306,Overcast,Hot,High,False,Yes
33307,Sunny,Mild,High,True,No
33308,Overcast,Hot,High,False,Yes
33309,Overcast,Hot,Normal,False,Yes
33310,Overcast,Hot,High,False,Yes
33311,Rainy,Hot,High,True,No
33312,Rainy,Hot,High,True,No
33313,Sunny,Mild,High,False,Yes
33314,Sunny,Cool,Normal,False,Yes
33315,Overcast,Hot,High,False,Yes
33316,Rainy,Mild,Normal,True,Yes
33317,Sunny,Mild,Normal,False,Yes
33318,Sunny,Mild,High,True,No
33319,Rainy,Hot,High,True,No
33320,Rainy,Hot,High,True,No
33321,Sunny,Cool,Normal,True,No
33322,Sunny,Cool,Normal,False,Yes
33323,Rainy,Hot,High,True,No
33324,Overcast,Hot,High,False,Yes
33325,Rainy,Hot,High,True,No
33326,Sunny,Cool,Normal,False,Yes
33327,Overcast,Hot,Normal,False,Yes
33328,Sunny,Cool,Normal,False,Yes
33329,Overcast,Mild,High,True,Yes
33330,Sunny,Cool,Normal,False,Yes
33331,Rainy,Hot,High,True,No
33332,Rainy,Mild,Normal,True,Yes
33333,Sunny,Cool,Normal,True,No
33334,Overcast,Hot,High,False,Yes
33335,Sunny,Cool,Normal,False,Yes
33336,Overcast,Hot,Normal,False,Yes
33337,Overcast,Hot,Normal,False,Yes
33338,Overcast,Cool,Normal,True,Yes
33339,Sunny,Cool,Normal,True,No
33340,Rainy,Mild,Normal,True,Yes
33341,Rainy,Hot,High,False,Yes
33342,Overcast,Hot,High,False,Yes
33343,Rainy,Hot,High,True,No
33344,Rainy,Mild,Normal,True,Yes
33345,Rainy,Hot,High,False,Yes
33346,Overcast,Hot,High,False,Yes
33347,Rainy,Hot,High,True,No
33348,Overcast,Cool,Normal,True,Yes
33349,Sunny,Mild,Normal,False,Yes
33350,Rainy,Mild,Normal,True,Yes
33351,Rainy,Cool,Normal,False,Yes
33352,Rainy,Mild,Normal,True,Yes
33353,Overcast,Hot,High,False,Yes
33354,Rainy,Hot,High,False,Yes
33355,Sunny,Mild,High,True,No
33356,Overcast,Mild,High,True,Yes
33357,Overcast,Hot,High,False,Yes
33358,Sunny,Mild,Normal,False,Yes
33359,Overcast,Hot,High,False,Yes
33360,Rainy,Hot,High,True,No
33361,Sunny,Mild,High,True,No
33362,Sunny,Cool,Normal,False,Yes
33363,Overcast,Hot,High,False,Yes
33364,Overcast,Hot,Normal,False,Yes
33365,Rainy,Cool,Normal,False,Yes
33366,Sunny,Cool,Normal,False,Yes
33367,Sunny,Cool,Normal,False,Yes
33368,Overcast,Hot,High,False,Yes
33369,Rainy,Hot,High,True,No
33370,Sunny,Cool,Normal,False,Yes
33371,Sunny,Mild,Normal,False,Yes
33372,Sunny,Mild,High,True,No
33373,Overcast,Hot,High,False,Yes
33374,Sunny,Mild,Normal,False,Yes
33375,Sunny,Mild,High,True,No
33376,Rainy,Hot,High,True,No
33377,Sunny,Cool,Normal,False,Yes
33378,Rainy,Mild,Normal,True,Yes
33379,Sunny,Mild,High,True,No
33380,Sunny,Mild,High,True,No
33381,Sunny,Cool,Normal,False,Yes
33382,Rainy,Hot,High,True,No
33383,Overcast,Hot,High,False,Yes
33384,Sunny,Cool,Normal,False,Yes
33385,Sunny,Mild,High,True,No
33386,Overcast,Cool,Normal,True,Yes
33387,Rainy,Hot,High,False,Yes
33388,Overcast,Mild,High,True,Yes
33389,Rainy,Hot,High,True,No
33390,Sunny,Cool,Normal,True,No
33391,Sunny,Mild,High,False,Yes
33392,Sunny,Mild,High,True,No
33393,Overcast,Hot,High,False,Yes
33394,Sunny,Mild,Normal,False,Yes
33395,Sunny,Mild,High,False,Yes
33396,Rainy,Hot,High,True,No
33397,Sunny,Mild,High,True,No
33398,Sunny,Mild,High,True,No
33399,Rainy,Hot,High,True,No
33400,Sunny,Mild,Normal,False,Yes
33401,Overcast,Hot,High,False,Yes
33402,Sunny,Cool,Normal,True,No
33403,Overcast,Hot,High,False,Yes
33404,Overcast,Mild,High,True,Yes
33405,Overcast,Hot,Normal,False,Yes
33406,Sunny,Mild,High,True,No
33407,Sunny,Mild,High,True,No
33408,Overcast,Cool,Normal,True,Yes
33409,Overcast,Cool,Normal,True,Yes
33410,Sunny,Mild,High,True,No
33411,Rainy,Hot,High,False,Yes
33412,Rainy,Hot,High,True,No
33413,Rainy,Hot,High,True,No
33414,Sunny,Mild,Normal,False,Yes
33415,Rainy,Hot,High,False,Yes
33416,Overcast,Hot,High,False,Yes
33417,Overcast,Cool,Normal,True,Yes
33418,Sunny,Cool,Normal,False,Yes
33419,Sunny,Mild,High,True,No
33420,Sunny,Cool,Normal,False,Yes
33421,Sunny,Mild,High,False,Yes
33422,Rainy,Mild,Normal,True,Yes
33423,Sunny,Cool,Normal,False,Yes
33424,Sunny,Cool,Normal,False,Yes
33425,Rainy,Hot,High,True,No
33426,Sunny,Cool,Normal,False,Yes
33427,Sunny,Mild,Normal,False,Yes
33428,Sunny,Cool,Normal,False,Yes
33429,Rainy,Hot,High,True,No
33430,Sunny,Mild,High,True,No
33431,Rainy,Mild,Normal,True,Yes
33432,Sunny,Cool,Normal,False,Yes
33433,Rainy,Hot,High,True,No
33434,Rainy,Hot,High,True,No
33435,Sunny,Mild,High,True,No
33436,Sunny,Cool,Normal,False,Yes
33437,Overcast,Cool,Normal,True,Yes
33438,Sunny,Mild,High,True,No
33439,Sunny,Mild,High,True,No
33440,Sunny,Cool,Normal,False,Yes
33441,Rainy,Hot,High,True,No
33442,Rainy,Hot,High,True,No
33443,Sunny,Cool,Normal,False,Yes
33444,Rainy,Hot,High,True,No
33445,Sunny,Mild,Normal,False,Yes
33446,Sunny,Cool,Normal,False,Yes
33447,Sunny,Cool,Normal,True,No
33448,Sunny,Mild,High,True,No
33449,Sunny,Cool,Normal,False,Yes
33450,Sunny,Mild,High,True,No
33451,Sunny,Mild,High,False,Yes
33452,Sunny,Cool,Normal,False,Yes
33453,Sunny,Cool,Normal,False,Yes
33454,Sunny,Mild,High,True,No
33455,Rainy,Hot,High,False,Yes
33456,Overcast,Cool,Normal,True,Yes
33457,Sunny,Mild,High,True,No
33458,Sunny,Mild,High,True,No
33459,Overcast,Hot,Normal,False,Yes
33460,Sunny,Cool,Normal,False,Yes
33461,Rainy,Mild,Normal,True,Yes
33462,Rainy,Hot,High,True,No
33463,Rainy,Hot,High,True,No
33464,Rainy,Cool,Normal,False,Yes
33465,Rainy,Hot,High,True,No
33466,Rainy,Hot,High,True,No
33467,Rainy,Hot,High,True,No
33468,Sunny,Mild,High,True,No
33469,Rainy,Mild,Normal,True,Yes
33470,Sunny,Mild,High,True,No
33471,Sunny,Mild,High,True,No
33472,Sunny,Mild,High,False,Yes
33473,Sunny,Cool,Normal,False,Yes
33474,Sunny,Mild,High,True,No
33475,Rainy,Hot,High,True,No
33476,Overcast,Hot,Normal,False,Yes
33477,Rainy,Mild,Normal,True,Yes
33478,Rainy,Mild,Normal,True,Yes
33479,Overcast,Hot,Normal,False,Yes
33480,Sunny,Mild,Normal,False,Yes
33481,Sunny,Mild,High,True,No
33482,Overcast,Hot,High,False,Yes
33483,Sunny,Mild,High,True,No
33484,Overcast,Hot,High,False,Yes
33485,Rainy,Hot,High,True,No
33486,Overcast,Hot,High,False,Yes
33487,Rainy,Mild,Normal,True,Yes
33488,Overcast,Hot,High,False,Yes
33489,Sunny,Cool,Normal,False,Yes
33490,Rainy,Cool,Normal,False,Yes
33491,Overcast,Mild,High,True,Yes
33492,Overcast,Cool,Normal,True,Yes
33493,Overcast,Mild,High,True,Yes
33494,Rainy,Cool,Normal,False,Yes
33495,Sunny,Mild,High,True,No
33496,Overcast,Cool,Normal,True,Yes
33497,Sunny,Cool,Normal,False,Yes
33498,Sunny,Mild,Normal,False,Yes
33499,Overcast,Hot,High,False,Yes
33500,Rainy,Hot,High,True,No
33501,Sunny,Cool,Normal,True,No
33502,Overcast,Hot,Normal,False,Yes
33503,Sunny,Mild,High,True,No
33504,Sunny,Cool,Normal,False,Yes
33505,Sunny,Mild,High,True,No
33506,Sunny,Cool,Normal,False,Yes
33507,Rainy,Hot,High,True,No
33508,Rainy,Mild,High,False,No
33509,Sunny,Cool,Normal,False,Yes
33510,Overcast,Hot,Normal,False,Yes
33511,Rainy,Hot,High,True,No
33512,Sunny,Mild,High,True,No
33513,Rainy,Hot,High,True,No
33514,Rainy,Mild,High,False,No
33515,Overcast,Hot,High,False,Yes
33516,Overcast,Mild,High,True,Yes
33517,Sunny,Cool,Normal,True,No
33518,Overcast,Hot,High,False,Yes
33519,Overcast,Hot,High,False,Yes
33520,Overcast,Hot,High,False,Yes
33521,Sunny,Cool,Normal,False,Yes
33522,Sunny,Mild,High,True,No
33523,Sunny,Cool,Normal,True,No
33524,Rainy,Hot,High,False,Yes
33525,Sunny,Cool,Normal,False,Yes
33526,Overcast,Hot,High,False,Yes
33527,Sunny,Cool,Normal,False,Yes
33528,Overcast,Hot,Normal,False,Yes
33529,Sunny,Mild,High,True,No
33530,Sunny,Cool,Normal,True,No
33531,Rainy,Hot,High,True,No
33532,Rainy,Hot,High,False,Yes
33533,Sunny,Mild,High,False,Yes
33534,Overcast,Hot,High,False,Yes
33535,Rainy,Mild,Normal,True,Yes
33536,Overcast,Hot,Normal,False,Yes
33537,Rainy,Mild,Normal,True,Yes
33538,Rainy,Cool,Normal,False,Yes
33539,Sunny,Cool,Normal,False,Yes
33540,Sunny,Mild,High,True,No
33541,Sunny,Cool,Normal,True,No
33542,Sunny,Cool,Normal,False,Yes
33543,Rainy,Hot,High,True,No
33544,Sunny,Mild,High,True,No
33545,Rainy,Hot,High,True,No
33546,Overcast,Hot,Normal,False,Yes
33547,Sunny,Mild,High,True,No
33548,Sunny,Mild,High,True,No
33549,Rainy,Mild,Normal,True,Yes
33550,Sunny,Mild,High,True,No
33551,Overcast,Hot,High,False,Yes
33552,Overcast,Hot,Normal,False,Yes
33553,Sunny,Cool,Normal,True,No
33554,Rainy,Mild,Normal,True,Yes
33555,Rainy,Mild,Normal,True,Yes
33556,Overcast,Cool,Normal,True,Yes
33557,Rainy,Hot,High,False,Yes
33558,Overcast,Hot,High,False,Yes
33559,Rainy,Hot,High,True,No
33560,Rainy,Hot,High,True,No
33561,Sunny,Mild,High,True,No
33562,Rainy,Hot,High,True,No
33563,Overcast,Hot,High,False,Yes
33564,Overcast,Hot,High,False,Yes
33565,Sunny,Cool,Normal,False,Yes
33566,Rainy,Hot,High,True,No
33567,Overcast,Hot,High,False,Yes
33568,Overcast,Hot,Normal,False,Yes
33569,Overcast,Hot,High,False,Yes
33570,Overcast,Hot,Normal,False,Yes
33571,Sunny,Mild,High,False,Yes
33572,Sunny,Cool,Normal,False,Yes
33573,Sunny,Cool,Normal,False,Yes
33574,Rainy,Hot,High,True,No
33575,Sunny,Mild,High,True,No
33576,Sunny,Mild,High,True,No
33577,Rainy,Hot,High,False,Yes
33578,Sunny,Mild,High,True,No
33579,Overcast,Hot,High,False,Yes
33580,Sunny,Cool,Normal,False,Yes
33581,Rainy,Cool,Normal,False,Yes
33582,Overcast,Hot,High,False,Yes
33583,Sunny,Mild,Normal,False,Yes
33584,Sunny,Cool,Normal,False,Yes
33585,Rainy,Hot,High,False,Yes
33586,Overcast,Hot,High,False,Yes
33587,Rainy,Mild,Normal,True,Yes
33588,Rainy,Hot,High,True,No
33589,Sunny,Mild,High,True,No
33590,Sunny,Mild,High,True,No
33591,Overcast,Hot,High,False,Yes
33592,Sunny,Cool,Normal,True,No
33593,Sunny,Mild,High,False,Yes
33594,Sunny,Cool,Normal,False,Yes
33595,Rainy,Mild,Normal,True,Yes
33596,Rainy,Mild,Normal,True,Yes
33597,Sunny,Cool,Normal,False,Yes
33598,Sunny,Mild,High,True,No
33599,Sunny,Mild,High,True,No
33600,Overcast,Hot,Normal,False,Yes
33601,Overcast,Hot,Normal,False,Yes
33602,Rainy,Mild,Normal,True,Yes
33603,Overcast,Hot,High,False,Yes
33604,Sunny,Mild,High,True,No
33605,Sunny,Cool,Normal,False,Yes
33606,Overcast,Cool,Normal,True,Yes
33607,Overcast,Mild,High,True,Yes
33608,Sunny,Cool,Normal,False,Yes
33609,Sunny,Cool,Normal,False,Yes
33610,Rainy,Mild,High,False,No
33611,Rainy,Mild,Normal,True,Yes
33612,Sunny,Cool,Normal,True,No
33613,Sunny,Mild,High,True,No
33614,Sunny,Cool,Normal,False,Yes
33615,Rainy,Hot,High,True,No
33616,Overcast,Mild,High,True,Yes
33617,Rainy,Hot,High,True,No
33618,Sunny,Mild,High,True,No
33619,Overcast,Hot,High,False,Yes
33620,Rainy,Mild,Normal,True,Yes
33621,Rainy,Mild,Normal,True,Yes
33622,Rainy,Hot,High,True,No
33623,Sunny,Mild,High,True,No
33624,Sunny,Mild,Normal,False,Yes
33625,Sunny,Cool,Normal,False,Yes
33626,Sunny,Mild,High,True,No
33627,Rainy,Hot,High,True,No
33628,Overcast,Hot,High,False,Yes
33629,Sunny,Cool,Normal,False,Yes
33630,Overcast,Hot,High,False,Yes
33631,Sunny,Mild,Normal,False,Yes
33632,Overcast,Cool,Normal,True,Yes
33633,Sunny,Cool,Normal,False,Yes
33634,Rainy,Hot,High,True,No
33635,Rainy,Hot,High,True,No
33636,Sunny,Mild,High,True,No
33637,Overcast,Hot,High,False,Yes
33638,Rainy,Hot,High,True,No
33639,Sunny,Cool,Normal,False,Yes
33640,Sunny,Cool,Normal,False,Yes
33641,Rainy,Hot,High,True,No
33642,Sunny,Cool,Normal,True,No
33643,Rainy,Hot,High,True,No
33644,Sunny,Cool,Normal,False,Yes
33645,Sunny,Mild,High,True,No
33646,Overcast,Hot,High,False,Yes
33647,Rainy,Hot,High,True,No
33648,Sunny,Mild,High,True,No
33649,Overcast,Cool,Normal,True,Yes
33650,Overcast,Hot,High,False,Yes
33651,Overcast,Hot,Normal,False,Yes
33652,Overcast,Cool,Normal,True,Yes
33653,Rainy,Mild,High,False,No
33654,Sunny,Mild,High,True,No
